id,title,company,location,region,description,salary_min,salary_max,salary_is_predicted,contract_type,contract_time,category,created,redirect_url,query,collected_at
5823063859,Data Analyst,Warner Bros. Discovery,"The City, Central London",London,"Welcome to Warner Bros. Discovery… the stuff dreams are made of. Who We Are… When we say, “the stuff dreams are made of,” we’re not just referring to the world of wizards, dragons and superheroes, or even to the wonders of Planet Earth. Behind WBD’s vast portfolio of iconic content and beloved brands, are the storytellers bringing our characters to life, the creators bringing them to your living rooms and the dreamers creating what’s next… From brilliant creatives, to technology trailblazers, a…",44669.64,44669.64,1,,full_time,IT Jobs,2026-08-01T01:42:42Z,https://www.adzuna.co.uk/jobs/land/ad/5823063859?se=KmpIw6yN8RGOONzcv03M1g&utm_medium=api&utm_source=68afd3e1&v=959074111BA0E9535A6BB75556BDF903A1C81543,data analyst,2026-08-01T13:27:38.479486+00:00
5822628736,Data Analyst,HAYS Specialist Recruitment,"Belfast, Northern Ireland",Northern Ireland,"Your New Company Hays are partnering with a leading organisation undergoing an exciting period of business transformation and digital innovation. As part of their continued investment in data and analytics, they are seeking a Data Analyst to join their growing Business Transformation team. Your New Role As a Data Analyst, you will play a key role in supporting data-driven decision-making across the organisation. You'll work with business stakeholders to develop reports, analyse complex datasets…",40000.0,40000.0,0,permanent,,IT Jobs,2026-07-31T20:30:56Z,https://www.adzuna.co.uk/jobs/land/ad/5822628736?se=KmpIw6yN8RGOONzcv03M1g&utm_medium=api&utm_source=68afd3e1&v=52EC9D1116DF0E78946917AD7B14619BCD855F00,data analyst,2026-08-01T13:27:38.479528+00:00
5823507727,Data Analyst,Ofcom,"Belfast, Northern Ireland",Northern Ireland,"Closing Date: 11/08/2026 Group: Strategy and Research Group Management Level: Associate Job Type: Permanent Job Description: Please note that the advert will close at 00:01 on Tuesday 11 August, so we advise getting your application in by no later than midnight on Monday 10 August. About Ofcom As the UKs communications regulator, were delivering vital work that helps keep the UK connected and shapes how well stay connected with each other in the future. Our work covers everything from phones an…",26645.01,26645.01,1,permanent,part_time,IT Jobs,2026-08-01T08:33:20Z,https://www.adzuna.co.uk/jobs/land/ad/5823507727?se=KmpIw6yN8RGOONzcv03M1g&utm_medium=api&utm_source=68afd3e1&v=6AF215D77FD42558595A4EC31104D7508F632DF4,data analyst,2026-08-01T13:27:38.479537+00:00
5818756002,Master Data Analyst,MCS Group,"Belfast, Northern Ireland",Northern Ireland,"Master Data Analyst - Belfast (Exclusive) MCS Group are delighted to be exclusively partnering with a global manufacturing organisation to recruit a Master Data Analyst to join their growing finance function in Belfast. The Company: Our client is a global, high-growth manufacturing business operating across the Americas, EMEA and APAC regions. The company is at the forefront of technological innovation and sustainability, supporting industries focused on energy efficiency and the transition to …",40000.0,40000.0,0,,,Accounting & Finance Jobs,2026-07-28T21:04:53Z,https://www.adzuna.co.uk/jobs/land/ad/5818756002?se=KmpIw6yN8RGOONzcv03M1g&utm_medium=api&utm_source=68afd3e1&v=8A30B46773F4DAC9F32478E128D77173FE116F28,data analyst,2026-08-01T13:27:38.479544+00:00
5818755973,Data Analyst - Manufacturing,VANRATH,"Banbridge, County Down",Northern Ireland,"Job Description My client, a leading engineering and infrastructure organisation, is hiring a Data Analyst to join an established Operational Excellence team based in Banbridge. This is an exciting opportunity to join a growing business where you'll play a key role in delivering data-driven insights, improving reporting capabilities, and supporting business decisions across multiple departments. Competitive salary (DOE) Excellent pension scheme Health cash plan & Life Assurance 30 days annual l…",30000.0,30000.0,0,permanent,,IT Jobs,2026-07-28T21:04:53Z,https://www.adzuna.co.uk/jobs/land/ad/5818755973?se=KmpIw6yN8RGOONzcv03M1g&utm_medium=api&utm_source=68afd3e1&v=10D72293EFB461C42B7B89CA9BA1E50C6B6E6D3F,data analyst,2026-08-01T13:27:38.479552+00:00
5821891822,Finance Data Analyst,Northern Ireland Housing Executive,"Craigavon, Northern Ireland",Northern Ireland,"Job ref: 2026-109 Job type: Permanent Location: Marlborough House, Craigavon Salary: £27,694 - £32,597 Closing date: Thursday 13 Aug 2026 16:30 Please note that although this job advert is for a permanent post, offers for fixed term contracts may also be made from this file. BAND: 4 JOB PURPOSE: The Financial Data Analyst will be responsible for assisting the Regional Management Accounting team in the provision of accurate and timely information to internal and external stakeholders. REQUIREMEN…",30000.0,30000.0,0,contract,,Admin Jobs,2026-07-31T03:20:56Z,https://www.adzuna.co.uk/jobs/land/ad/5821891822?se=KmpIw6yN8RGOONzcv03M1g&utm_medium=api&utm_source=68afd3e1&v=D640F33FCAB74EFA950ACAC759C090F72B8BDEEF,data analyst,2026-08-01T13:27:38.479558+00:00
5817419816,Data Analyst,G-Research,"London, UK",London,"We tackle the most complex problems in quantitative finance, by bringing scientific clarity to financial complexity. From our London HQ, we unite world-class researchers and engineers in an environment that values deep exploration and methodical execution - because the best ideas take time to evolve. Together we’re building a world-class platform to amplify our teams’ most powerful ideas. As part of our engineering team, you’ll shape the platforms and tools that drive high-impact research - des…",51993.86,51993.86,1,,full_time,IT Jobs,2026-07-27T14:39:20Z,https://www.adzuna.co.uk/jobs/land/ad/5817419816?se=KmpIw6yN8RGOONzcv03M1g&utm_medium=api&utm_source=68afd3e1&v=CA98D1414D5AFFB28C9DB0FCFDF01FE560D771A5,data analyst,2026-08-01T13:27:38.479564+00:00
5808335541,SQL Data Analyst,VANRATH,"Belfast, Northern Ireland",Northern Ireland,"Job Description My client, a well-established organisation undergoing significant digital transformation, is hiring a Data Analyst to join their Business Transformation team based in Northern Ireland. This is a fantastic opportunity to join a growing data function where you'll help drive business improvement through reporting, analytics, automation and modern data technologies. Competitive salary Hybrid working Flexible working Excellent training and career development Opportunity to work with …",35000.0,35000.0,0,,,IT Jobs,2026-07-20T20:18:26Z,https://www.adzuna.co.uk/jobs/land/ad/5808335541?se=KmpIw6yN8RGOONzcv03M1g&utm_medium=api&utm_source=68afd3e1&v=D561805BE6DB1AA251AB961779778DABEBC0E4B5,data analyst,2026-08-01T13:27:38.479570+00:00
5823562604,Data Analyst,Verisk,"Manchester, Greater Manchester",North West England,"hackajob is collaborating with Verisk to connect them with exceptional professionals for this role. Description At Ignite Systems, we help insurers and brokers work smarter through innovative technology, data, and automation solutions. As we continue to grow, we're looking for a Data Analyst to join our team and play a key role in supporting and enhancing insurance scheme pricing models, configurations, and client solutions. This is an excellent opportunity for someone who enjoys working with d…",31723.68,31723.68,1,,,IT Jobs,2026-08-01T09:17:12Z,https://www.adzuna.co.uk/jobs/land/ad/5823562604?se=KmpIw6yN8RGOONzcv03M1g&utm_medium=api&utm_source=68afd3e1&v=033CA280E440D68CAFC2BEA0874D7341ADF4E761,data analyst,2026-08-01T13:27:38.479576+00:00
5823562275,Data Analyst,Solirius Reply,"London, UK",London,"hackajob is collaborating with Solirius Reply to connect them with exceptional professionals for this role. Solirius Reply, part of the Reply Group, delivers technical consultancy and application delivery to our clients in order to solve real world problems and allow our clients to respond to an ever-changing technical landscape. We partner closely with our clients, embedding our consultants into their businesses in order to provide a bespoke service, allowing us to truly understand our clients…",59407.18,59407.18,1,,,IT Jobs,2026-08-01T09:17:06Z,https://www.adzuna.co.uk/jobs/land/ad/5823562275?se=KmpIw6yN8RGOONzcv03M1g&utm_medium=api&utm_source=68afd3e1&v=54831A28DC8D23A08D643D69753ECA08C359BD43,data analyst,2026-08-01T13:27:38.479582+00:00
5822255564,HR Data Analyst,Liberty Recruitment Group,"Southampton, Hampshire",South East England,"Liberty Recruitment Group are proud to be working with a fantastic organisation in the search for an experienced HR Data Analyst! Our client is a forward-thinking organisation committed to using data and technology to drive informed decision-making and support its people strategy. They are seeking a highly analytical and detail-oriented individual to take ownership of HR systems, reporting, and workforce insights, helping to shape a more data-driven approach across the organisation. This is a n…",40000.0,40000.0,0,permanent,,IT Jobs,2026-07-31T11:14:03Z,https://www.adzuna.co.uk/jobs/land/ad/5822255564?se=KmpIw6yN8RGOONzcv03M1g&utm_medium=api&utm_source=68afd3e1&v=08E618EA6E5E5A763D9EC520793E4D7815A3FCF3,data analyst,2026-08-01T13:27:38.479588+00:00
5807302172,DATA ANALYST,EverIT Solutions Limited,"Solihull, West Midlands",West Midlands,"The successful candidate will work with the Informatica team to implement, maintain, and enhance its enterprise-level data architecture using Informatica Power Center and Power Exchange tool. The successful candidate will work as part of a team comprised of a project manager, business analysts, and other members of the technical staff to use test-driven development techniques to develop and implement ETL processes to support sequencing and analysis efforts. Roles and Responsibilities The key sk…",31000.0,31000.0,0,permanent,full_time,IT Jobs,2026-07-19T19:31:59Z,https://www.adzuna.co.uk/jobs/details/5807302172?utm_medium=api&utm_source=68afd3e1,data analyst,2026-08-01T13:27:38.479594+00:00
5789988442,Staff Data Analyst,Simply Business,"London, UK",London,"hackajob is collaborating with Simply Business to connect them with exceptional professionals for this role. Our story - continued commitment to doing the right thing 2005 seems like a long time ago. Simply Business – a small company with a big idea. To transform the way that other small businesses could get the insurance that they need. To reduce time, hassle and jargon wherever possible while introducing the simplicity, choice and value that small businesses are entitled to. To protect them f…",45342.68,45342.68,1,,,IT Jobs,2026-07-06T16:39:31Z,https://www.adzuna.co.uk/jobs/land/ad/5789988442?se=KmpIw6yN8RGOONzcv03M1g&utm_medium=api&utm_source=68afd3e1&v=7EB295DCB9F38822CF5344BBF0AA3D780619B3C5,data analyst,2026-08-01T13:27:38.479599+00:00
5814254977,Senior Data Analyst,Admiral Group Plc,"Cardiff, Cardiff County",Wales,"hackajob is collaborating with Admiral Group Plc to connect them with exceptional professionals for this role. We are looking for experienced Senior Data Analysts to join Customer Operations Data and Analytics, specialising in analysis, insight and value realisation. Customer Operations is evolving quickly. We are building faster, more trusted and more connected customer journeys around the moments that matter most. With Genesys central to how we support customers, and AI copilot transforming t…",40569.47,40569.47,1,,,IT Jobs,2026-07-24T20:48:31Z,https://www.adzuna.co.uk/jobs/land/ad/5814254977?se=KmpIw6yN8RGOONzcv03M1g&utm_medium=api&utm_source=68afd3e1&v=95912F719796E9A0AB3093D08C43D2A24DC17368,data analyst,2026-08-01T13:27:38.479605+00:00
5787725957,Data Analyst Placement Programme No Experience Needed,IT Online Learning,"Sheffield, South Yorkshire",Yorkshire And The Humber,"Data Analyst Placement Programme no experience needed From £30,000 to £65,000 per annum Trainee Data Analyst £30,000£65,000 Job Programme This is a self-funded programme that leads to employment, fees apply. Job Guarantee Complete the programme and get a job, or get your course fees back. Location: UK Wide (Remote Opportunities Available) Looking to start a career in Data Analysis? We are offering a structured pathway into Data Analysis, designed to help you enter the industry with no prior exp…",65000.0,65000.0,0,permanent,,IT Jobs,2026-07-04T09:00:34Z,https://www.adzuna.co.uk/jobs/land/ad/5787725957?se=KmpIw6yN8RGOONzcv03M1g&utm_medium=api&utm_source=68afd3e1&v=C70C793A006539DBFEA724D373E774FBE2658481,data analyst,2026-08-01T13:27:38.479611+00:00
5821875523,Data Analyst Placement Programme No Experience Needed,IT Online Learning,"Bristol, South West England",South West England,"Data Analyst Placement Programme no experience needed From £30,000 to £65,000 per annum Trainee Data Analyst £30,000£65,000 Job Programme This is a self-funded programme that leads to employment, fees apply. Job Guarantee Complete the programme and get a job, or get your course fees back. Location: UK Wide (Remote Opportunities Available) Looking to start a career in Data Analysis? We are offering a structured pathway into Data Analysis, designed to help you enter the industry with no prior exp…",65000.0,65000.0,0,permanent,,IT Jobs,2026-07-31T03:10:28Z,https://www.adzuna.co.uk/jobs/land/ad/5821875523?se=KmpIw6yN8RGOONzcv03M1g&utm_medium=api&utm_source=68afd3e1&v=C4627C6707029DFAEB0D3CAC6D5F73728D50DE91,data analyst,2026-08-01T13:27:38.479617+00:00
5821875510,Data Analyst Placement Programme No Experience Needed,IT Online Learning,"Leeds, West Yorkshire",Yorkshire And The Humber,"Data Analyst Placement Programme no experience needed From £30,000 to £65,000 per annum Trainee Data Analyst £30,000£65,000 Job Programme This is a self-funded programme that leads to employment, fees apply. Job Guarantee Complete the programme and get a job, or get your course fees back. Location: UK Wide (Remote Opportunities Available) Looking to start a career in Data Analysis? We are offering a structured pathway into Data Analysis, designed to help you enter the industry with no prior exp…",65000.0,65000.0,0,permanent,,IT Jobs,2026-07-31T03:10:28Z,https://www.adzuna.co.uk/jobs/land/ad/5821875510?se=KmpIw6yN8RGOONzcv03M1g&utm_medium=api&utm_source=68afd3e1&v=F1C8F93AE2C755FB904D0631788964DB63CC5218,data analyst,2026-08-01T13:27:38.479622+00:00
5819186577,SAP Ariba Master Data Analyst,Yorkshire Water,"Bradford, West Yorkshire",Yorkshire And The Humber,"Company description: Water Utility Company based in Yorkshire region of England. Job description: SAP Ariba Master Data Analyst Hello! Thanks for stopping by. Let us tell you about all the great reasons to join us here at Yorkshire Water: We offer a competitive salary, depending on experience (£27,052 - £30,840) Annual incentive related bonus (£1000 maximum bonus opportunity for the performance year) Attractive pension scheme (up to 12% company contribution) Development opportunities in line wi…",43267.61,43267.61,1,permanent,,IT Jobs,2026-07-29T03:07:36Z,https://www.adzuna.co.uk/jobs/land/ad/5819186577?se=KmpIw6yN8RGOONzcv03M1g&utm_medium=api&utm_source=68afd3e1&v=FE7D9C0F709543D24F3CAB7B5A407DBD9141466B,data analyst,2026-08-01T13:27:38.479628+00:00
5760045095,Lead Data Analyst - Pricing,Wise,"London, UK",London,"Wise is a global technology company, building the best way to move and manage the world’s money. Min fees. Max ease. Full speed. Whether people and businesses are sending money to another country, spending abroad, or making and receiving international payments, Wise is on a mission to make their lives easier and save them money. As part of our team, you will be helping us create an entirely new network for the worlds money. For everyone, everywhere. Job Description We are looking for a Lead Dat…",63048.26,63048.26,1,,full_time,Accounting & Finance Jobs,2026-06-11T16:17:34Z,https://www.adzuna.co.uk/jobs/land/ad/5760045095?se=KmpIw6yN8RGOONzcv03M1g&utm_medium=api&utm_source=68afd3e1&v=E686794295A603F6C9F4E55071EA92A210858AA5,data analyst,2026-08-01T13:27:38.479634+00:00
5760045039,"Staff Data Analyst, Operations",Wise,"London, UK",London,"Wise is a global technology company, building the best way to move and manage the world’s money. Min fees. Max ease. Full speed. Whether people and businesses are sending money to another country, spending abroad, or making and receiving international payments, Wise is on a mission to make their lives easier and save them money. As part of our team, you will be helping us create an entirely new network for the worlds money. For everyone, everywhere. Job Description At Wise, our Staff Analyst is…",88466.81,88466.81,1,contract,full_time,IT Jobs,2026-06-11T16:17:09Z,https://www.adzuna.co.uk/jobs/land/ad/5760045039?se=KmpIw6yN8RGOONzcv03M1g&utm_medium=api&utm_source=68afd3e1&v=7D807237048BA0CB63299E2901E168BF0FB22067,data analyst,2026-08-01T13:27:38.479640+00:00
5823562666,Credit Risk Data Analyst,Barclays,"Glasgow, Scotland",Scotland,"hackajob is collaborating with Barclays to connect them with exceptional professionals for this role. Join us at Barclays as a Credit Risk Data Analyst. You will support the delivery of critical regulatory objectives by translating business and regulatory requirements into clear requirements, data specifications, and solution designs. Working across business, risk, and technology teams, you will drive requirements capture, stakeholder engagement, data analysis, and support testing and governanc…",49088.41,49088.41,1,,,IT Jobs,2026-08-01T09:17:13Z,https://www.adzuna.co.uk/jobs/land/ad/5823562666?se=KmpIw6yN8RGOONzcv03M1g&utm_medium=api&utm_source=68afd3e1&v=772BAF6F8640FF409C6DF13507DE485DC1D5C133,data analyst,2026-08-01T13:27:38.479646+00:00
5800186360,Senior Data Analyst - Growth,Wise,"London, UK",London,"hackajob is collaborating with Wise to connect them with exceptional professionals for this role. Company Description Wise is a global technology company, building the best way to move and manage the world’s money. Min fees. Max ease. Full speed. Whether people and businesses are sending money to another country, spending abroad, or making and receiving international payments, Wise is on a mission to make their lives easier and save them money. As part of our team, you will be helping us create…",75090.34,75090.34,1,contract,,IT Jobs,2026-07-14T20:06:45Z,https://www.adzuna.co.uk/jobs/land/ad/5800186360?se=KmpIw6yN8RGOONzcv03M1g&utm_medium=api&utm_source=68afd3e1&v=31611A90D2FD149F4E06A8ED8CB23D42B363D0BE,data analyst,2026-08-01T13:27:38.479652+00:00
5823562464,Senior Data Analyst I,LexisNexis,"London, UK",London,"hackajob is collaborating with LexisNexis to connect them with exceptional professionals for this role. Do you enjoy turning complex data into clear insights that drive better business decisions? Are you excited by solving challenging problems, leading impactful analytics projects, and helping others grow through data? About our Team LexisNexis Legal & Professional, which serves customers in more than 150 countries with 11,800 employees worldwide, is part of RELX ( http://www.relx.com ), a glob…",53634.4,53634.4,1,,,IT Jobs,2026-08-01T09:17:09Z,https://www.adzuna.co.uk/jobs/land/ad/5823562464?se=KmpIw6yN8RGOONzcv03M1g&utm_medium=api&utm_source=68afd3e1&v=447EB7E21BC878ABEE698ECCB86AB2B5A2973F08,data analyst,2026-08-01T13:27:38.479658+00:00
5801491979,Senior Strategy and Data Analyst,Lendable,"London, UK",London,hackajob is collaborating with Lendable to connect them with exceptional professionals for this role. About Lendable Lendable is on a mission to build the world's best technology to help people get credit and save money. We're building one of the world’s leading fintech companies and are off to a strong start: One of the UK’s newest unicorns with a team of just over 700 people Among the fastest-growing tech companies in the UK Profitable since 2017 Backed by top investors including Balderton Ca…,45883.99,45883.99,1,,,Accounting & Finance Jobs,2026-07-15T20:10:23Z,https://www.adzuna.co.uk/jobs/land/ad/5801491979?se=KmpIw6yN8RGOONzcv03M1g&utm_medium=api&utm_source=68afd3e1&v=5E0B719247BEAC357607BBFF2C5B76510CA10BFB,data analyst,2026-08-01T13:27:38.479673+00:00
5789989654,"Staff Data Analyst, Operations",Wise,"London, UK",London,"hackajob is collaborating with Wise to connect them with exceptional professionals for this role. Company Description Wise is a global technology company, building the best way to move and manage the world’s money. Min fees. Max ease. Full speed. Whether people and businesses are sending money to another country, spending abroad, or making and receiving international payments, Wise is on a mission to make their lives easier and save them money. As part of our team, you will be helping us create…",71454.22,71454.22,1,contract,,IT Jobs,2026-07-06T16:39:44Z,https://www.adzuna.co.uk/jobs/land/ad/5789989654?se=KmpIw6yN8RGOONzcv03M1g&utm_medium=api&utm_source=68afd3e1&v=EC9E7D8A69597B2AD1AA2983A4A24868701AD9BF,data analyst,2026-08-01T13:27:38.479679+00:00
5809546087,Data Analyst Placement Programme No Experience Needed,IT Online Learning,"Edinburgh, Scotland",Scotland,"Data Analyst Placement Programme no experience needed From £30,000 to £65,000 per annum Trainee Data Analyst £30,000£65,000 Job Programme This is a self-funded programme that leads to employment, fees apply. Job Guarantee Complete the programme and get a job, or get your course fees back. Location: UK Wide (Remote Opportunities Available) Looking to start a career in Data Analysis? We are offering a structured pathway into Data Analysis, designed to help you enter the industry with no prior exp…",65000.0,65000.0,0,permanent,,IT Jobs,2026-07-21T17:55:38Z,https://www.adzuna.co.uk/jobs/land/ad/5809546087?se=KmpIw6yN8RGOONzcv03M1g&utm_medium=api&utm_source=68afd3e1&v=8D8DCF88CC127109309DAA502D7DF0688487147B,data analyst,2026-08-01T13:27:38.479685+00:00
5789751261,Data Analyst Placement Programme No Experience Needed,IT Online Learning,"Cardiff County, Wales",Wales,"Data Analyst Placement Programme no experience needed From £30,000 to £65,000 per annum Trainee Data Analyst £30,000£65,000 Job Programme This is a self-funded programme that leads to employment, fees apply. Job Guarantee Complete the programme and get a job, or get your course fees back. Location: UK Wide (Remote Opportunities Available) Looking to start a career in Data Analysis? We are offering a structured pathway into Data Analysis, designed to help you enter the industry with no prior exp…",65000.0,65000.0,0,permanent,,IT Jobs,2026-07-06T09:17:16Z,https://www.adzuna.co.uk/jobs/land/ad/5789751261?se=KmpIw6yN8RGOONzcv03M1g&utm_medium=api&utm_source=68afd3e1&v=F57E75806FF643840108595933F68E5C58844296,data analyst,2026-08-01T13:27:38.479691+00:00
5807646092,"Research Assistant / Data Analyst, School of MDBS",Queens University,"Belfast, Northern Ireland",Northern Ireland,"About the job: The post holder will be an active member of the Northern Ireland Cohort for the Longitudinal Study of Ageing (NICOLA) team, assisting in the planning and delivery of routine and ad-hoc NICOLA data and statistics, supporting analyses of study findings. Provide data analysis and interpretation using data analytics software such as R or Stata and prepare outputs for reporting. About the person: The successful candidate must have, and your application should clearly demonstrate that …",40000.0,40000.0,0,,,Admin Jobs,2026-07-20T02:51:26Z,https://www.adzuna.co.uk/jobs/land/ad/5807646092?se=KmpIw6yN8RGOONzcv03M1g&utm_medium=api&utm_source=68afd3e1&v=4F6156BC82A2CD9A2CE3EACC0A323AF6D86E6F4B,data analyst,2026-08-01T13:27:38.479696+00:00
5762642134,Chief Data Office Data Analyst,Barclays,"Glasgow, Scotland",Scotland,"Join Barclays as a Chief Data Office Data Analyst, where you will play a pivotal role in turning complex, high-volume datasets into clear, actionable insight that drives both strategic direction and day-to-day operational decisions across the organisation. You will work across analytics, governance, and business change—helping ensure that data used across risk, finance, and regulatory reporting is accurate, trusted, and well-controlled. In this role, you will translate your findings into compel…",55236.97,55236.97,1,,full_time,Accounting & Finance Jobs,2026-06-13T16:43:00Z,https://www.adzuna.co.uk/jobs/land/ad/5762642134?se=KmpIw6yN8RGOONzcv03M1g&utm_medium=api&utm_source=68afd3e1&v=8C1C3C00C6468C2A5D0C852B33AC0B28D6704695,data analyst,2026-08-01T13:27:38.479702+00:00
5761450305,Post Market Complaints Data Analyst,ConvaTec,"Paddington, West London",London,"The Post Market Complaints Data Analyst is responsible for driving quality excellence across post-market compliance and complaints, and medical device product performance monitoring. This role ensures technical rigour and adherence to regulatory and internal standards throughout complaint analysis, risk management, CAPA, and record audit processes. Acting as a key liaison between Quality, R&D, Operations, Marketing, Clinical Affairs, Regulatory, and Post Market Surveillance, the position plays …",51953.62,51953.62,1,,full_time,Scientific & QA Jobs,2026-06-12T15:49:25Z,https://www.adzuna.co.uk/jobs/land/ad/5761450305?se=KmpIw6yN8RGOONzcv03M1g&utm_medium=api&utm_source=68afd3e1&v=CD4211E1B365F69A8EEFE9358ACF0EE2459FC557,data analyst,2026-08-01T13:27:38.479707+00:00
5758563762,Senior Data Analyst - Product Reliability,Wise,"London, UK",London,"Wise is a global technology company, building the best way to move and manage the world’s money. Min fees. Max ease. Full speed. Whether people and businesses are sending money to another country, spending abroad, or making and receiving international payments, Wise is on a mission to make their lives easier and save them money. As part of our team, you will be helping us create an entirely new network for the worlds money. For everyone, everywhere. Job Description Wise is on a mission to facil…",80952.33,80952.33,1,,full_time,IT Jobs,2026-06-10T15:32:25Z,https://www.adzuna.co.uk/jobs/land/ad/5758563762?se=KmpIw6yN8RGOONzcv03M1g&utm_medium=api&utm_source=68afd3e1&v=153746A1BC4006BD063A657AFE4BCB240E3D835B,data analyst,2026-08-01T13:27:38.479713+00:00
5758563849,Senior Data Analyst - Payment Operations,Wise,"London, UK",London,"Wise is a global technology company, building the best way to move and manage the world’s money. Min fees. Max ease. Full speed. Whether people and businesses are sending money to another country, spending abroad, or making and receiving international payments, Wise is on a mission to make their lives easier and save them money. As part of our team, you will be helping us create an entirely new network for the worlds money. For everyone, everywhere. Job Description The Role We are looking for a…",51866.49,51866.49,1,,full_time,IT Jobs,2026-06-10T15:32:35Z,https://www.adzuna.co.uk/jobs/land/ad/5758563849?se=KmpIw6yN8RGOONzcv03M1g&utm_medium=api&utm_source=68afd3e1&v=280613E7E643ECE7FEC784CCA768AF0C5C87845B,data analyst,2026-08-01T13:27:38.479718+00:00
5818222177,Data Analyst (AI Training),OneForma,"Furzedown, South West London",London,"We're looking for English speakers located anywhere in United Kingdom ! About the Role Join OneForma and help improve real-world map and geo-localization applications. As a Data Analyst for AI Training , you’ll evaluate real user search queries to enhance search accuracy, relevance, and overall navigation experience. Purpose: Tasks may include reviewing queries like “pharmacy near me” or “railway station” and checking if the results match user intent. This is a straightforward task with no tech…",22880.0,22880.0,0,permanent,part_time,Part time Jobs,2026-07-28T10:34:58Z,https://www.adzuna.co.uk/jobs/land/ad/5818222177?se=KmpIw6yN8RGOONzcv03M1g&utm_medium=api&utm_source=68afd3e1&v=DBB13D87B06170D7BB9064B2D3E30D432A741A71,data analyst,2026-08-01T13:27:38.479723+00:00
5820898655,Lead Data Analyst - FinCrime Operations,Wise,"London, UK",London,"hackajob is collaborating with Wise to connect them with exceptional professionals for this role. Company Description Wise is a global technology company, building the best way to move and manage the world’s money. Min fees. Max ease. Full speed. Whether people and businesses are sending money to another country, spending abroad, or making and receiving international payments, Wise is on a mission to make their lives easier and save them money. As part of our team, you will be helping us create…",69797.52,69797.52,1,,,IT Jobs,2026-07-30T09:12:48Z,https://www.adzuna.co.uk/jobs/land/ad/5820898655?se=KmpIw6yN8RGOONzcv03M1g&utm_medium=api&utm_source=68afd3e1&v=3453D3A1A833943A5E4B8ED7201FDBEC4D151B0F,data analyst,2026-08-01T13:27:38.479729+00:00
5813670568,Commercial Data Analyst - Commercial,The Gym Group,"London, UK",London,"Commercial Data Analyst - Commercial Role: Commercial Data Analyst Location: Hybrid - 3 days per week Clapham Junction This is a genuine opportunity to work across the full breadth of a fast-moving consumer business - from gym trading performance and location strategy through to product and customer behaviour - and to produce analysis that directly shapes how The Gym Group grows. If you have around two years of analytics experience and you are ready to take on more ownership, work with senior s…",25805.98,25805.98,1,,,IT Jobs,2026-07-24T11:02:22Z,https://www.adzuna.co.uk/jobs/land/ad/5813670568?se=KmpIw6yN8RGOONzcv03M1g&utm_medium=api&utm_source=68afd3e1&v=A9A256413D8FAED812621AB1240AB9808501EA0C,data analyst,2026-08-01T13:27:38.479735+00:00
5757378516,Senior Marketing Data Analyst - Marketing Science,Wise,"London, UK",London,"Wise is a global technology company, building the best way to move and manage the world’s money. Min fees. Max ease. Full speed. Whether people and businesses are sending money to another country, spending abroad, or making and receiving international payments, Wise is on a mission to make their lives easier and save them money. As part of our team, you will be helping us create an entirely new network for the worlds money. For everyone, everywhere. Job Description We are looking for an analyti…",82530.16,82530.16,1,contract,full_time,"PR, Advertising & Marketing Jobs",2026-06-09T15:28:40Z,https://www.adzuna.co.uk/jobs/land/ad/5757378516?se=KmpIw6yN8RGOONzcv03M1g&utm_medium=api&utm_source=68afd3e1&v=1E3B674A2DC539F21F23726AF28F04D86D9D4D78,data analyst,2026-08-01T13:27:38.479740+00:00
5800186349,Senior Data Analyst - Wise Platform Pricing,Wise,"London, UK",London,"hackajob is collaborating with Wise to connect them with exceptional professionals for this role. Company Description Wise is a global technology company, building the best way to move and manage the world’s money. Min fees. Max ease. Full speed. Whether people and businesses are sending money to another country, spending abroad, or making and receiving international payments, Wise is on a mission to make their lives easier and save them money. As part of our team, you will be helping us create…",65786.23,65786.23,1,contract,,IT Jobs,2026-07-14T20:06:44Z,https://www.adzuna.co.uk/jobs/land/ad/5800186349?se=KmpIw6yN8RGOONzcv03M1g&utm_medium=api&utm_source=68afd3e1&v=8C229CEDEE28080C3354A16723932E29C0D9CD29,data analyst,2026-08-01T13:27:38.479746+00:00
5765658543,Data Business Analyst,Ntt Data,"London, UK",London,"We are seeking a pragmatic, detail oriented and experienced Data Business Analyst to join our growing Data & AI practice. The ideal person for this role loves to collaborate with other Data professionals, engineers, and business or operations experts to understand and address their data needs. You will share a passion for Data and how it can be used to develop Data Driven Businesses, innovative ideas and thrive in an environment that embraces collaboration with clients and internal teams to sco…",55147.91,55147.91,1,,full_time,IT Jobs,2026-06-16T16:37:45Z,https://www.adzuna.co.uk/jobs/land/ad/5765658543?se=KmpIw6yN8RGOONzcv03M1g&utm_medium=api&utm_source=68afd3e1&v=7222CB52801DB0425574697A230484BC6B2491FE,data analyst,2026-08-01T13:27:38.479751+00:00
